split,filename,segment_idx,start_time_sec,end_time_sec,subject_id
train,G_S0071_M3_E2_R7_W_raw_ref.mat,21,42,44,S0071
train,G_S0071_M3_E2_R7_W_raw_ref.mat,22,44,46,S0071
train,G_S0071_M3_E2_R7_W_raw_ref.mat,23,46,48,S0071
train,G_S0071_M3_E2_R7_W_raw_ref.mat,24,48,50,S0071
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,0,0,2,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,1,2,4,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,2,4,6,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,3,6,8,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,4,8,10,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,5,10,12,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,6,12,14,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,7,14,16,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,8,16,18,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,9,18,20,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,10,20,22,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,11,22,24,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,12,24,26,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,13,26,28,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,14,28,30,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,15,30,32,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,16,32,34,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,17,34,36,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,18,36,38,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,19,38,40,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,20,40,42,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,21,42,44,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,22,44,46,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,23,46,48,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,24,48,50,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,25,50,52,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,26,52,54,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,27,54,56,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,28,56,58,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,29,58,60,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,30,60,62,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,31,62,64,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,32,64,66,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,33,66,68,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,34,68,70,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,35,70,72,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,36,72,74,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,37,74,76,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,38,76,78,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,39,78,80,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,40,80,82,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,41,82,84,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,42,84,86,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,43,86,88,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,44,88,90,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,45,90,92,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,46,92,94,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,47,94,96,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,48,96,98,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,49,98,100,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,50,100,102,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,51,102,104,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,52,104,106,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,53,106,108,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,54,108,110,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,55,110,112,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,56,112,114,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,57,114,116,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,58,116,118,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,59,118,120,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,60,120,122,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,61,122,124,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,62,124,126,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,63,126,128,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,64,128,130,S0293
train,G_S0293_M1_E1_R3_N1_raw_ref.mat,65,130,132,S0293
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,0,0,2,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,1,2,4,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,2,4,6,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,3,6,8,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,4,8,10,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,5,10,12,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,6,12,14,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,7,14,16,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,8,16,18,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,9,18,20,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,10,20,22,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,11,22,24,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,12,24,26,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,13,26,28,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,14,28,30,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,15,30,32,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,16,32,34,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,17,34,36,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,18,36,38,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,19,38,40,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,20,40,42,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,21,42,44,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,22,44,46,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,23,46,48,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,24,48,50,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,25,50,52,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,26,52,54,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,27,54,56,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,28,56,58,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,29,58,60,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,30,60,62,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,31,62,64,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,32,64,66,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,33,66,68,S0163
train,G_S0163_M1_E3_R8_N1_raw_ref.mat,34,68,70,S0163
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,0,0,2,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,1,2,4,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,2,4,6,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,3,6,8,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,4,8,10,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,5,10,12,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,6,12,14,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,7,14,16,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,8,16,18,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,9,18,20,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,10,20,22,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,11,22,24,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,12,24,26,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,13,26,28,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,14,28,30,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,15,30,32,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,16,32,34,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,17,34,36,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,18,36,38,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,19,38,40,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,20,40,42,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,21,42,44,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,22,44,46,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,23,46,48,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,24,48,50,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,25,50,52,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,26,52,54,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,27,54,56,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,28,56,58,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,29,58,60,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,30,60,62,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,31,62,64,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,32,64,66,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,33,66,68,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,34,68,70,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,35,70,72,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,36,72,74,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,37,74,76,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,38,76,78,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,39,78,80,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,40,80,82,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,41,82,84,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,42,84,86,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,43,86,88,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,44,88,90,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,45,90,92,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,46,92,94,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,47,94,96,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,48,96,98,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,49,98,100,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,50,100,102,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,51,102,104,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,52,104,106,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,53,106,108,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,54,108,110,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,55,110,112,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,56,112,114,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,57,114,116,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,58,116,118,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,59,118,120,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,60,120,122,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,61,122,124,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,62,124,126,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,63,126,128,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,64,128,130,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,65,130,132,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,66,132,134,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,67,134,136,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,68,136,138,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,69,138,140,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,70,140,142,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,71,142,144,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,72,144,146,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,73,146,148,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,74,148,150,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,75,150,152,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,76,152,154,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,77,154,156,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,78,156,158,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,79,158,160,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,80,160,162,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,81,162,164,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,82,164,166,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,83,166,168,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,84,168,170,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,85,170,172,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,86,172,174,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,87,174,176,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,88,176,178,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,89,178,180,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,90,180,182,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,91,182,184,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,92,184,186,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,93,186,188,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,94,188,190,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,95,190,192,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,96,192,194,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,97,194,196,S0032
train,G_S0032_M3_E4_R5_nan_raw_ref.mat,98,196,198,S0032
